,line,location,language,original_comment,new_line,trigram,comment length,value,category,keywords,description,length,prediction
331,"['dialog', 'messag', 'user', 'ask', 'delet', 'brows', 'data', 'paramet', 'rep', 'lace', 'app', 'name']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1342,xml,Dialog message to the user asking to delete browsing data. Parameter will be replaced by app name.  ,dialog messag user ask delet brows data paramet rep lace app name,"[('dialog', 'messag', 'user'), ('messag', 'user', 'ask'), ('user', 'ask', 'delet'), ('ask', 'delet', 'brows'), ('delet', 'brows', 'data'), ('brows', 'data', 'paramet'), ('data', 'paramet', 'replac'), ('paramet', 'replac', 'app'), ('replac', 'app', 'name')]",11,['obeys privacy'],['Self_direction'],['ask'],conforms with value,12,
332,"['text', 'snack', 'bar', 'confirm', 'data', 'delet']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1348,xml,Text for the snackbar confirmation that the data was deleted  ,text snack bar confirm data delet,"[('text', 'snackbar', 'confirm'), ('snackbar', 'confirm', 'data'), ('confirm', 'data', 'delet')]",5,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,6,
333,"['text', 'snack', 'bar', 'show', 'user', 'delet', 'brows', 'data', 'progress']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1351,xml,Text for the snackbar to show the user that the deletion of browsing data is in progress  ,text snack bar show user delet brows data progress,"[('text', 'snackbar', 'show'), ('snackbar', 'show', 'user'), ('show', 'user', 'delet'), ('user', 'delet', 'brows'), ('delet', 'brows', 'data'), ('brows', 'data', 'progress')]",8,['obeys broad minded'],['Universalism'],['progress'],conforms with value,9,
334,"['text', 'button', 'confirm', 'automat', 'signin']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1403,xml,text for the button to confirm automatic signin  ,text button confirm automat signin,"[('text', 'button', 'confirm'), ('button', 'confirm', 'automat'), ('confirm', 'automat', 'signin')]",5,"['obeys privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['confirm', 'automat']",conforms with value,5,
335,"['text', 'automat', 'signin', 'button', 'sign', 'process']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1405,xml,text for the automatic signin button while signing in is in process  ,text automat signin button sign process,"[('text', 'automat', 'signin'), ('automat', 'signin', 'button'), ('signin', 'button', 'sign'), ('button', 'sign', 'process')]",6,['obeys pleasure'],['Hedonism'],['automat'],conforms with value,6,
336,"['text', 'button', 'manual', 'sign', 'firefox', 'account']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1408,xml,text for the button to manually sign into Firefox account.  ,text button manual sign firefox account,"[('text', 'button', 'manual'), ('button', 'manual', 'sign'), ('manual', 'sign', 'firefox'), ('sign', 'firefox', 'account')]",6,"['obeys pleasure', 'obeys helpful']","['Hedonism', 'Benevolence']","['manual', 'manual']",conforms with value,6,
337,"['text', 'button', 'stay', 'sign', 'present', 'option', 'automat', 'signin']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1410,xml,text for the button to stay signed out when presented with an option to automatically signin.  ,text button stay sign present option automat signin,"[('text', 'button', 'stay'), ('button', 'stay', 'sign'), ('stay', 'sign', 'present'), ('sign', 'present', 'option'), ('present', 'option', 'automat'), ('option', 'automat', 'signin')]",8,['obeys pleasure'],['Hedonism'],['automat'],conforms with value,8,
338,"['text', 'display', 'snack', 'bar', 'automat', 'signin', 'fail', 'user', 'may', 'tri']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1414,xml,text to display in the snackbar if automatic signin fails. user may try again  ,text display snack bar automat signin fail user may tri,"[('text', 'display', 'snackbar'), ('display', 'snackbar', 'automat'), ('snackbar', 'automat', 'signin'), ('automat', 'signin', 'fail'), ('signin', 'fail', 'user'), ('fail', 'user', 'may'), ('user', 'may', 'tri')]",9,"['obeys pleasure', 'violates healthy']","['Hedonism', 'Security']","['automat', 'fail']","conforms with value, value violation",10,
339,"['text', 'track', 'protect', 'onboard', 'card', 'header']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1416,xml,text for the tracking protection onboarding card header  ,text track protect onboard card header,"[('text', 'track', 'protect'), ('track', 'protect', 'onboard'), ('protect', 'onboard', 'card'), ('onboard', 'card', 'header')]",6,['violates privacy'],['Self_direction'],['track'],value violation,6,
340,"['text', 'track', 'protect', 'card', 'descript', 'firefox', 'intent', 'hardcod']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1418,xml,text for the tracking protection card description. 'Firefox' intentionally hardcoded here  ,text track protect card descript firefox intent hardcod,"[('text', 'track', 'protect'), ('track', 'protect', 'card'), ('protect', 'card', 'descript'), ('card', 'descript', 'firefox'), ('descript', 'firefox', 'intent'), ('firefox', 'intent', 'hardcod')]",8,['violates privacy'],['Self_direction'],['track'],value violation,8,
341,"['text', 'track', 'protect', 'radio', 'button', 'option', 'standard', 'level', 'block']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1420,xml,text for tracking protection radio button option for standard level of blocking  ,text track protect radio button option standard level block,"[('text', 'track', 'protect'), ('track', 'protect', 'radio'), ('protect', 'radio', 'button'), ('radio', 'button', 'option'), ('button', 'option', 'standard'), ('option', 'standard', 'level'), ('standard', 'level', 'block')]",9,"['violates privacy', 'obeys obedient']","['Self_direction', 'Conformity']","['track', 'standard']",conforms with value,9,
342,"['text', 'standard', 'block', 'option', 'button', 'descript']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1422,xml,text for standard blocking option button description  ,text standard block option button descript,"[('text', 'standard', 'block'), ('standard', 'block', 'option'), ('block', 'option', 'button'), ('option', 'button', 'descript')]",6,['obeys obedient'],['Conformity'],['standard'],conforms with value,6,
343,"['text', 'track', 'protect', 'radio', 'button', 'option', 'strict', 'level', 'block']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1424,xml,text for tracking protection radio button option for strict level of blocking  ,text track protect radio button option strict level block,"[('text', 'track', 'protect'), ('track', 'protect', 'radio'), ('protect', 'radio', 'button'), ('radio', 'button', 'option'), ('button', 'option', 'strict'), ('option', 'strict', 'level'), ('strict', 'level', 'block')]",9,['violates privacy'],['Self_direction'],['track'],value violation,9,
344,"['text', 'privaci', 'notic', 'onboard', 'card', 'header']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1444,xml,text for the privacy notice onboarding card header  ,text privaci notic onboard card header,"[('text', 'privaci', 'notic'), ('privaci', 'notic', 'onboard'), ('notic', 'onboard', 'card'), ('onboard', 'card', 'header')]",6,['obeys privacy'],['Self_direction'],['privaci'],conforms with value,6,
345,"['text', 'privaci', 'notic', 'onboard', 'card', 'descript']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1446,xml,text for the privacy notice onboarding card description ,text privaci notic onboard card descript,"[('text', 'privaci', 'notic'), ('privaci', 'notic', 'onboard'), ('notic', 'onboard', 'card'), ('onboard', 'card', 'descript')]",6,['obeys privacy'],['Self_direction'],['privaci'],conforms with value,6,
346,"['text', 'privaci', 'notic', 'onboard', 'card', 'descript', 'first', 'paramet', 'name', 'app', 'e', 'g', 'firefox', 'preview', 'substitut', 'long', 'browser', 'name']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1447,xml,text for the privacy notice onboarding card description     The first parameter is the name of the app (e.g. Firefox Preview) Substitute %s for long browser name. ,text privaci notic onboard card descript first paramet name app e g firefox preview substitut long browser name,"[('text', 'privaci', 'notic'), ('privaci', 'notic', 'onboard'), ('notic', 'onboard', 'card'), ('onboard', 'card', 'descript'), ('card', 'descript', 'first'), ('descript', 'first', 'paramet'), ('first', 'paramet', 'name'), ('paramet', 'name', 'app'), ('name', 'app', 'eg'), ('app', 'eg', 'firefox'), ('eg', 'firefox', 'preview'), ('firefox', 'preview', 'substitut'), ('preview', 'substitut', 'long'), ('substitut', 'long', 'browser'), ('long', 'browser', 'name')]",17,['obeys privacy'],['Self_direction'],['privaci'],conforms with value,18,
347,"['text', 'button', 'read', 'privaci', 'notic']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1449,xml,Text for the button to read the privacy notice  ,text button read privaci notic,"[('text', 'button', 'read'), ('button', 'read', 'privaci'), ('read', 'privaci', 'notic')]",5,['obeys privacy'],['Self_direction'],['privaci'],conforms with value,5,
348,"['content', 'descript', 'visibl', 'screen', 'reader', 'etc', 'close', 'onboard', 'screen']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1452,xml,"Content description (not visible, for screen readers etc.): Close onboarding screen  ",content descript visibl screen reader etc close onboard screen,"[('content', 'descript', 'visibl'), ('descript', 'visibl', 'screen'), ('visibl', 'screen', 'reader'), ('screen', 'reader', 'etc'), ('reader', 'etc', 'close'), ('etc', 'close', 'onboard'), ('close', 'onboard', 'screen')]",9,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['visibl', 'content', 'visibl']",conforms with value,9,
349,"['automat', 'theme', 'set', 'follow', 'devic', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1463,xml,Automatic theme setting (will follow device setting)  ,automat theme set follow devic set,"[('automat', 'theme', 'set'), ('theme', 'set', 'follow'), ('set', 'follow', 'devic'), ('follow', 'devic', 'set')]",6,"['obeys pleasure', 'violates influential']","['Hedonism', 'Achievement']","['automat', 'follow']","conforms with value, value violation",6,
350,"['summari', 'automat', 'theme', 'set', 'follow', 'devic', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1465,xml,Summary of automatic theme setting (will follow device setting)  ,summari automat theme set follow devic set,"[('summari', 'automat', 'theme'), ('automat', 'theme', 'set'), ('theme', 'set', 'follow'), ('set', 'follow', 'devic'), ('follow', 'devic', 'set')]",7,"['obeys pleasure', 'violates influential']","['Hedonism', 'Achievement']","['automat', 'follow']","conforms with value, value violation",7,
351,"['text', 'shown', 'snack', 'bar', 'share', 'tab', 'fail']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1476,xml,Text shown in snackbar when sharing tabs failed   ,text shown snack bar share tab fail,"[('text', 'shown', 'snackbar'), ('shown', 'snackbar', 'share'), ('snackbar', 'share', 'tab'), ('share', 'tab', 'fail')]",6,['violates healthy'],['Security'],['fail'],value violation,7,
352,"['text', 'shown', 'snack', 'bar', 'retri', 'action', 'user', 'share', 'tab', 'fail']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1478,xml,"Text shown in snackbar for the ""retry"" action that the user has after sharing tabs failed  ",text shown snack bar retri action user share tab fail,"[('text', 'shown', 'snackbar'), ('shown', 'snackbar', 'retri'), ('snackbar', 'retri', 'action'), ('retri', 'action', 'user'), ('action', 'user', 'share'), ('user', 'share', 'tab'), ('share', 'tab', 'fail')]",9,['violates healthy'],['Security'],['fail'],value violation,10,
353,"['instruct', 'ion', 'access', 'pair']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1482,xml,Instructions on how to access pairing  ,instruct ion access pair,"[('instruct', 'access', 'pair')]",3,['violates security'],['Security'],['access'],value violation,4,
354,"['text', 'shown', 'confirm', 'dialog', 'sign', 'account']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1492,xml,Text shown in confirmation dialog to sign out of account  ,text shown confirm dialog sign account,"[('text', 'shown', 'confirm'), ('shown', 'confirm', 'dialog'), ('confirm', 'dialog', 'sign'), ('dialog', 'sign', 'account')]",6,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,6,
355,"['text', 'shown', 'confirm', 'dialog', 'sign', 'account', 'first', 'paramet', 'name', 'app', 'e', 'g', 'firefox', 'preview']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1494,xml,Text shown in confirmation dialog to sign out of account. The first parameter is the name of the app (e.g. Firefox Preview)  ,text shown confirm dialog sign account first paramet name app e g firefox preview,"[('text', 'shown', 'confirm'), ('shown', 'confirm', 'dialog'), ('confirm', 'dialog', 'sign'), ('dialog', 'sign', 'account'), ('sign', 'account', 'first'), ('account', 'first', 'paramet'), ('first', 'paramet', 'name'), ('paramet', 'name', 'app'), ('name', 'app', 'eg'), ('app', 'eg', 'firefox'), ('eg', 'firefox', 'preview')]",13,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,14,
356,"['option', 'continu', 'sign', 'account', 'shown', 'confirm', 'dialog', 'sign', 'account']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1496,xml,Option to continue signing out of account shown in confirmation dialog to sign out of account  ,option continu sign account shown confirm dialog sign account,"[('option', 'continu', 'sign'), ('continu', 'sign', 'account'), ('sign', 'account', 'shown'), ('account', 'shown', 'confirm'), ('shown', 'confirm', 'dialog'), ('confirm', 'dialog', 'sign'), ('dialog', 'sign', 'account')]",9,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,9,
357,"['option', 'cancel', 'sign', 'shown', 'confirm', 'dialog', 'sign', 'account']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1498,xml,Option to cancel signing out shown in confirmation dialog to sign out of account  ,option cancel sign shown confirm dialog sign account,"[('option', 'cancel', 'sign'), ('cancel', 'sign', 'shown'), ('sign', 'shown', 'confirm'), ('shown', 'confirm', 'dialog'), ('confirm', 'dialog', 'sign'), ('dialog', 'sign', 'account')]",8,['obeys privacy'],['Self_direction'],['confirm'],conforms with value,8,
358,"['error', 'messag', 'snack', 'bar', 'shown', 'user', 'tri', 'select', 'default', 'folder', 'alter']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1501,xml,Error message snackbar shown after the user tried to select a default folder which cannot be altered  ,error messag snack bar shown user tri select default folder alter,"[('error', 'messag', 'snackbar'), ('messag', 'snackbar', 'shown'), ('snackbar', 'shown', 'user'), ('shown', 'user', 'tri'), ('user', 'tri', 'select'), ('tri', 'select', 'default'), ('select', 'default', 'folder'), ('default', 'folder', 'alter')]",10,"['obeys choice', 'obeys pleasure', 'violates healthy']","['Self_direction', 'Hedonism', 'Security']","['select', 'select', 'error']","conforms with value, value violation",11,
359,"['enhanc', 'track', 'protect', 'link', 'display', 'enhanc', 'track', 'protect', 'panel', 'access', 'track', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1505,xml,Enhanced Tracking Protection  Link displayed in enhanced tracking protection panel to access tracking protection settings  ,enhanc track protect link display enhanc track protect panel access track protect set,"[('enhanc', 'track', 'protect'), ('track', 'protect', 'link'), ('protect', 'link', 'display'), ('link', 'display', 'enhanc'), ('display', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'panel'), ('protect', 'panel', 'access'), ('panel', 'access', 'track'), ('access', 'track', 'protect'), ('track', 'protect', 'set')]",13,"['violates privacy', 'violates security']","['Self_direction', 'Security']","['track', 'track', 'track', 'access']","value violation, value violation",13,
360,"['prefer', 'titl', 'enhanc', 'track', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1507,xml,Preference title for enhanced tracking protection settings  ,prefer titl enhanc track protect set,"[('prefer', 'titl', 'enhanc'), ('titl', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'set')]",6,"['violates privacy', 'obeys choice']","['Self_direction', 'Self_direction']","['track', 'prefer']",conforms with value,6,
361,"['titl', 'descript', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1509,xml,Title for the description of enhanced tracking protection  ,titl descript enhanc track protect,"[('titl', 'descript', 'enhanc'), ('descript', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",5,['violates privacy'],['Self_direction'],['track'],value violation,5,
362,"['descript', 'enhanc', 'track', 'protect', 'first', 'paramet', 'name', 'applic', 'exampl', 'fenix']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1511,xml,Description of enhanced tracking protection. The first parameter is the name of the application (For example: Fenix)  ,descript enhanc track protect first paramet name applic exampl fenix,"[('descript', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'first'), ('protect', 'first', 'paramet'), ('first', 'paramet', 'name'), ('paramet', 'name', 'applic'), ('name', 'applic', 'exampl'), ('applic', 'exampl', 'fenix')]",10,"['violates privacy', 'obeys curious']","['Self_direction', 'Self_direction']","['track', 'exampl']",conforms with value,10,
363,"['text', 'display', 'link', 'websit', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1513,xml,Text displayed that links to website about enhanced tracking protection  ,text display link websit enhanc track protect,"[('text', 'display', 'link'), ('display', 'link', 'websit'), ('link', 'websit', 'enhanc'), ('websit', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",7,['violates privacy'],['Self_direction'],['track'],value violation,7,
364,"['prefer', 'enhanc', 'track', 'protect', 'standard', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1515,xml,Preference for enhanced tracking protection for the standard protection settings  ,prefer enhanc track protect standard protect set,"[('prefer', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'standard'), ('protect', 'standard', 'protect'), ('standard', 'protect', 'set')]",7,"['violates privacy', 'obeys choice', 'obeys obedient']","['Self_direction', 'Self_direction', 'Conformity']","['track', 'prefer', 'standard']",conforms with value,7,
365,"['prefer', 'descript', 'enhanc', 'track', 'protect', 'standard', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1517,xml,Preference description for enhanced tracking protection for the standard protection settings  ,prefer descript enhanc track protect standard protect set,"[('prefer', 'descript', 'enhanc'), ('descript', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'standard'), ('protect', 'standard', 'protect'), ('standard', 'protect', 'set')]",8,"['violates privacy', 'obeys choice', 'obeys obedient']","['Self_direction', 'Self_direction', 'Conformity']","['track', 'prefer', 'standard']",conforms with value,8,
366,"['access', 'text', 'standard', 'protect', 'inform', 'icon']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1519,xml,Accessibility text for the Standard protection information icon   ,access text standard protect inform icon,"[('access', 'text', 'standard'), ('text', 'standard', 'protect'), ('standard', 'protect', 'inform'), ('protect', 'inform', 'icon')]",6,"['violates security', 'obeys obedient']","['Security', 'Conformity']","['access', 'standard']",conforms with value,6,
367,"['prefer', 'enhanc', 'track', 'protect', 'strict', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1521,xml,Preference for enhanced tracking protection for the strict protection settings  ,prefer enhanc track protect strict protect set,"[('prefer', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'strict'), ('protect', 'strict', 'protect'), ('strict', 'protect', 'set')]",7,"['violates privacy', 'obeys choice']","['Self_direction', 'Self_direction']","['track', 'prefer']",conforms with value,7,
368,"['prefer', 'descript', 'enhanc', 'track', 'protect', 'strict', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1523,xml,Preference description for enhanced tracking protection for the strict protection settings  ,prefer descript enhanc track protect strict protect set,"[('prefer', 'descript', 'enhanc'), ('descript', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'strict'), ('protect', 'strict', 'protect'), ('strict', 'protect', 'set')]",8,"['violates privacy', 'obeys choice']","['Self_direction', 'Self_direction']","['track', 'prefer']",conforms with value,8,
369,"['access', 'text', 'strict', 'protect', 'inform', 'icon']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1525,xml,Accessibility text for the Strict protection information icon   ,access text strict protect inform icon,"[('access', 'text', 'strict'), ('text', 'strict', 'protect'), ('strict', 'protect', 'inform'), ('protect', 'inform', 'icon')]",6,['violates security'],['Security'],['access'],value violation,6,
370,"['prefer', 'enhanc', 'track', 'protect', 'custom', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1527,xml,Preference for enhanced tracking protection for the custom protection settings  ,prefer enhanc track protect custom protect set,"[('prefer', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'custom'), ('protect', 'custom', 'protect'), ('custom', 'protect', 'set')]",7,"['violates privacy', 'obeys choice']","['Self_direction', 'Self_direction']","['track', 'prefer']",conforms with value,7,
371,"['header', 'categori', 'block', 'current', 'enhanc', 'track', 'protect', 'set', 'prefer', 'enhanc', 'track', 'protect', 'custom', 'protect', 'set', 'cooki']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1534,xml,Header for categories that are being blocked by current Enhanced Tracking Protection settings  Preference for enhanced tracking protection for the custom protection settings for cookies ,header categori block current enhanc track protect set prefer enhanc track protect custom protect set cooki,"[('header', 'categori', 'block'), ('categori', 'block', 'current'), ('block', 'current', 'enhanc'), ('current', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'set'), ('protect', 'set', 'prefer'), ('set', 'prefer', 'enhanc'), ('prefer', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'custom'), ('protect', 'custom', 'protect'), ('custom', 'protect', 'set'), ('protect', 'set', 'cooki')]",16,"['violates privacy', 'obeys choice']","['Self_direction', 'Self_direction']","['track', 'track', 'prefer']",conforms with value,16,
372,"['option', 'enhanc', 'track', 'protect', 'custom', 'protect', 'set', 'cooki']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1536,xml,Option for enhanced tracking protection for the custom protection settings for cookies ,option enhanc track protect custom protect set cooki,"[('option', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'custom'), ('protect', 'custom', 'protect'), ('custom', 'protect', 'set'), ('protect', 'set', 'cooki')]",8,['violates privacy'],['Self_direction'],['track'],value violation,8,
373,"['prefer', 'enhanc', 'track', 'protect', 'custom', 'protect', 'set', 'track', 'content']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1544,xml,Preference for enhanced tracking protection for the custom protection settings for tracking content  ,prefer enhanc track protect custom protect set track content,"[('prefer', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'custom'), ('protect', 'custom', 'protect'), ('custom', 'protect', 'set'), ('protect', 'set', 'track'), ('set', 'track', 'content')]",9,"['violates privacy', 'obeys choice', 'obeys pleasure']","['Self_direction', 'Self_direction', 'Hedonism']","['track', 'track', 'prefer', 'content']",conforms with value,9,
374,"['option', 'enhanc', 'track', 'protect', 'custom', 'protect', 'set', 'track', 'content']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1546,xml,Option for enhanced tracking protection for the custom protection settings for tracking content ,option enhanc track protect custom protect set track content,"[('option', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'custom'), ('protect', 'custom', 'protect'), ('custom', 'protect', 'set'), ('protect', 'set', 'track'), ('set', 'track', 'content')]",9,"['violates privacy', 'obeys pleasure']","['Self_direction', 'Hedonism']","['track', 'track', 'content']",conforms with value,9,
375,"['button', 'label', 'navi', 'gate', 'enhanc', 'track', 'protect', 'detail']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1556,xml,Button label for navigating to the Enhanced Tracking Protection details  ,button label navi gate enhanc track protect detail,"[('button', 'label', 'navig'), ('label', 'navig', 'enhanc'), ('navig', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'detail')]",7,['violates privacy'],['Self_direction'],['track'],value violation,8,
376,"['header', 'categori', 'block', 'current', 'enhanc', 'track', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1558,xml,Header for categories that are being being blocked by current Enhanced Tracking Protection settings  ,header categori block current enhanc track protect set,"[('header', 'categori', 'block'), ('categori', 'block', 'current'), ('block', 'current', 'enhanc'), ('current', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'set')]",8,['violates privacy'],['Self_direction'],['track'],value violation,8,
377,"['header', 'categori', 'block', 'current', 'enhanc', 'track', 'protect', 'set']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1560,xml,Header for categories that are being not being blocked by current Enhanced Tracking Protection settings  ,header categori block current enhanc track protect set,"[('header', 'categori', 'block'), ('categori', 'block', 'current'), ('block', 'current', 'enhanc'), ('current', 'enhanc', 'track'), ('enhanc', 'track', 'protect'), ('track', 'protect', 'set')]",8,['violates privacy'],['Self_direction'],['track'],value violation,8,
378,"['categori', 'track', 'er', 'social', 'media', 'track', 'er', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1562,xml,Category of trackers (social media trackers) that can be blocked by Enhanced Tracking Protection  ,categori track er social media track er block enhanc track protect,"[('categori', 'tracker', 'social'), ('tracker', 'social', 'media'), ('social', 'media', 'tracker'), ('media', 'tracker', 'block'), ('tracker', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",9,['violates privacy'],['Self_direction'],['track'],value violation,11,
379,"['descript', 'social', 'media', 'track', 'er', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1564,xml,Description of social media trackers that can be blocked by Enhanced Tracking Protection  ,descript social media track er block enhanc track protect,"[('descript', 'social', 'media'), ('social', 'media', 'tracker'), ('media', 'tracker', 'block'), ('tracker', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",8,['violates privacy'],['Self_direction'],['track'],value violation,9,
380,"['categori', 'track', 'er', 'cross', 'site', 'track', 'cooki', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1566,xml,Category of trackers (crosssite tracking cookies) that can be blocked by Enhanced Tracking Protection  ,categori track er cross site track cooki block enhanc track protect,"[('categori', 'tracker', 'crosssit'), ('tracker', 'crosssit', 'track'), ('crosssit', 'track', 'cooki'), ('track', 'cooki', 'block'), ('cooki', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",9,['violates privacy'],['Self_direction'],"['track', 'track']",value violation,11,
381,"['descript', 'cross', 'site', 'track', 'cooki', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1568,xml,Description of crosssite tracking cookies that can be blocked by Enhanced Tracking Protection  ,descript cross site track cooki block enhanc track protect,"[('descript', 'crosssit', 'track'), ('crosssit', 'track', 'cooki'), ('track', 'cooki', 'block'), ('cooki', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",8,['violates privacy'],['Self_direction'],"['track', 'track']",value violation,9,
382,"['categori', 'track', 'er', 'crypt', 'omin', 'block', 'enhanc', 'track', 'protect']",/Users/rubber/fenix/app/src/main/res/values-sv-rSE/strings.xml: 1570,xml,Category of trackers (cryptominers) that can be blocked by Enhanced Tracking Protection  ,categori track er crypt omin block enhanc track protect,"[('categori', 'tracker', 'cryptomin'), ('tracker', 'cryptomin', 'block'), ('cryptomin', 'block', 'enhanc'), ('block', 'enhanc', 'track'), ('enhanc', 'track', 'protect')]",7,['violates privacy'],['Self_direction'],['track'],value violation,9,
